Municipio;CodIBGE;UF;pop;ind1;nota1;ind2;nota2;ind3;nota3;classifica_CAPAG
Prefeitura Municipal de Cachoeira de Minas - MG;3109709;MG;11646;;;0,9591 ;C;0,0595 ;A;
Prefeitura Municipal de Joaquim Távora - PR;4112801;PR;11639;0,0594 ;A;0,9366 ;B;0,0760 ;A;B
Prefeitura Municipal de Wanderlândia - TO;1722081;TO;11622;;;0,9697 ;C;0,2485 ;A;
Prefeitura Municipal de Milagres - BA;2921302;BA;11621;0,1708 ;A;0,9304 ;B;0,3291 ;A;B
Prefeitura Municipal de Nova Olinda - TO;1714880;TO;11616;0,1278 ;A;0,9358 ;B;1,0071 ;C;C
Prefeitura Municipal de Sebastião Laranjeiras - BA;2930006;BA;11615;0,9270 ;B;0,8571 ;A;0,2319 ;A;B
Prefeitura Municipal de Cedro - PE;2604304;PE;11607;;;0,9696 ;C;;;
Prefeitura Municipal de Porto Esperidião - MT;5106828;MT;11603;0,0137 ;A;0,9099 ;B;0,1052 ;A;B
Prefeitura Municipal de Gentio do Ouro - BA;2911303;BA;11603;0,3861 ;A;0,8699 ;A;0,0663 ;A;A
Prefeitura Municipal de Pedralva - MG;3149101;MG;11596;;;1,0161 ;C;1,0764 ;C;
Prefeitura Municipal de Ouro Branco - AL;2706109;AL;11589;0,1390 ;A;1,0111 ;C;;;
Prefeitura Municipal de Senador José Porfírio - PA;1507805;PA;11587;;;0,9773 ;C;;;
Prefeitura Municipal de Aral Moreira - MS;5001243;MS;11586;0,1666 ;A;1,2455 ;C;0,0531 ;A;C
Prefeitura Municipal de Antônio Carlos - MG;3102902;MG;11584;0,1115 ;A;0,9937 ;C;;;
Prefeitura Municipal de Muquém de São Francisco - BA;2922250;BA;11571;0,1632 ;A;0,9805 ;C;67,8634 ;C;C
Prefeitura Municipal de Itapejara d'Oeste - PR;4111209;PR;11571;0,0638 ;A;0,8704 ;A;0,2305 ;A;A
Prefeitura Municipal de Maraial - PE;2609204;PE;11570;0,3505 ;A;1,0106 ;C;18,7930 ;C;C
Prefeitura Municipal de Paramoti - CE;2310407;CE;11564;0,4415 ;A;1,0290 ;C;;;
Prefeitura Municipal de Santa Fé - PR;4123402;PR;11562;0,0889 ;A;0,9174 ;B;0,0039 ;A;B
Prefeitura Municipal de Chorrochó - BA;2907707;BA;11558;0,3283 ;A;0,9568 ;C;3,0401 ;C;C
Prefeitura Municipal de Jaguari - RS;4311106;RS;11551;0,1580 ;A;0,9116 ;B;0,4964 ;A;B
Prefeitura Municipal de Lençóis - BA;2919306;BA;11544;0,3960 ;A;1,0228 ;C;6,2435 ;C;C
Prefeitura Municipal de Quebrangulo - AL;2707602;AL;11542;0,0479 ;A;1,0207 ;C;;;
Prefeitura Municipal de Sales Oliveira - SP;3544905;SP;11541;0,0450 ;A;0,8910 ;A;57,3483 ;C;C
Prefeitura Municipal de Montanhas - RN;2407708;RN;11537;0,4713 ;A;0,9476 ;B;1,0111 ;C;C
Prefeitura Municipal de São Jerônimo da Serra - PR;4124707;PR;11535;0,1844 ;A;3,6412 ;C;0,0719 ;A;C
Prefeitura Municipal de Carmo da Mata - MG;3114006;MG;11518;0,3196 ;A;1,0106 ;C;4,2626 ;C;C
Prefeitura Municipal de Sítio do Quinto - BA;2930766;BA;11517;1,1009 ;B;0,9149 ;B;13,2580 ;C;C
Prefeitura Municipal de Ipaporanga - CE;2305654;CE;11499;0,1434 ;A;1,0013 ;C;;;
Prefeitura Municipal de Ponte Serrada - SC;4213401;SC;11499;0,0754 ;A;0,9406 ;B;0,2148 ;A;B
Prefeitura Municipal de Itabirinha - MG;3131802;MG;11498;0,0241 ;A;0,9715 ;C;;;
Prefeitura Municipal de Barros Cassal - RS;4302006;RS;11484;0,0241 ;A;0,8679 ;A;-0,3772 ;C;C
Prefeitura Municipal de Abaiara - CE;2300101;CE;11483;0,7358 ;B;;;;;
Prefeitura Municipal de Avelino Lopes - PI;2201101;PI;11471;0,0427 ;A;1,0836 ;C; -   ;;
Prefeitura Municipal de Peixe - TO;1716604;TO;11467;0,0706 ;A;0,9721 ;C;;;
Prefeitura Municipal de Goianápolis - GO;5208400;GO;11460;0,3366 ;A;1,0058 ;C;;;
Prefeitura Municipal de Capela de Santana - RS;4304689;RS;11455;0,0833 ;A;0,8088 ;A;3,9350 ;C;C
Prefeitura Municipal de Laranja da Terra - ES;3203163;ES;11447;0,1266 ;A;0,9371 ;B;0,2236 ;A;B
Prefeitura Municipal de Divinolândia - SP;3513900;SP;11437;0,1441 ;A;0,8612 ;A;0,1058 ;A;A
Prefeitura Municipal de Rodeio - SC;4215109;SC;11434;0,0022 ;A;0,9474 ;B;0,0891 ;A;B
Prefeitura Municipal de Palmares do Sul - RS;4313656;RS;11431;0,0364 ;A;0,8686 ;A;0,3580 ;A;A
Prefeitura Municipal de Nova Aurora - PR;4116703;PR;11418;0,0667 ;A;0,9316 ;B;0,2466 ;A;B
Prefeitura Municipal de Moita Bonita - SE;2804102;SE;11416;0,1337 ;A;0,8697 ;A;0,1692 ;A;A
Prefeitura Municipal de Estiva - MG;3124500;MG;11411;;;0,9094 ;B;0,1439 ;A;
Prefeitura Municipal de Serra do Salitre - MG;3166808;MG;11410;0,0136 ;A;0,8891 ;A;0,0798 ;A;A
Prefeitura Municipal de Érico Cardoso - BA;2900504;BA;11405;0,5175 ;A;0,9643 ;C;2,3436 ;C;C
Prefeitura Municipal de Fronteiras - PI;2204303;PI;11405;0,1140 ;A;1,0103 ;C;0,4719 ;A;C
Prefeitura Municipal de Paranatama - PE;2610301;PE;11403;0,2447 ;A;1,0025 ;C;1,3174 ;C;C
Prefeitura Municipal de Anguera - BA;2901502;BA;11402;0,7002 ;B;0,9363 ;B;;;
Prefeitura Municipal de Presidente Kennedy - ES;3204302;ES;11396;0,0003 ;A;0,7541 ;A;-0,2093 ;C;C
Prefeitura Municipal de Presidente Vargas - MA;2109304;MA;11391;0,0059 ;A;1,0845 ;C; -   ;;
Prefeitura Municipal de Alcântaras - CE;2300507;CE;11391;0,2108 ;A;0,9993 ;C;3,5053 ;C;C
Prefeitura Municipal de Aramari - BA;2902203;BA;11385;0,2339 ;A;0,9413 ;B;3,8428 ;C;C
Prefeitura Municipal de Alto Garças - MT;5100409;MT;11383;0,0460 ;A;0,9329 ;B;0,0094 ;A;B
Prefeitura Municipal de Cerro Grande do Sul - RS;4305173;RS;11377;0,0021 ;A;0,8971 ;A;-0,3571 ;C;C
Prefeitura Municipal de Itainópolis - PI;2205003;PI;11375;-0,0063 ;A;1,0982 ;C;;;
Prefeitura Municipal de Conceição dos Ouros - MG;3117801;MG;11367;0,0084 ;A;0,9638 ;C;0,5679 ;A;C
Prefeitura Municipal de Iuiú - BA;2917334;BA;11366;0,4859 ;A;0,9208 ;B;2,1632 ;C;C
Prefeitura Municipal de Nova Ubiratã - MT;5106240;MT;11352;;;0,9158 ;B;0,1972 ;A;
Prefeitura Municipal de Nhandeara - SP;3532603;SP;11351;0,1457 ;A;11,3483 ;C;0,9695 ;A;C
Prefeitura Municipal de Theobroma - RO;1101609;RO;11350;0,4309 ;A;0,8662 ;A;0,3750 ;A;A
Prefeitura Municipal de Fagundes - PB;2506103;PB;11345;0,8170 ;B;1,0211 ;C;0,1124 ;A;C
Prefeitura Municipal de Mondaí - SC;4211009;SC;11343;;;0,9089 ;B;0,0073 ;A;
Prefeitura Municipal de Acari - RN;2400109;RN;11338;0,4237 ;A;0,9375 ;B;0,1371 ;A;B
Prefeitura Municipal de Atilio Vivacqua - ES;3200706;ES;11335;0,0022 ;A;0,9301 ;B;0,0453 ;A;B
Prefeitura Municipal de Cerro Corá - RN;2402709;RN;11331;0,2100 ;A;1,1139 ;C;-1,2683 ;C;C
Prefeitura Municipal de Inácio Martins - PR;4110201;PR;11331;0,0622 ;A;0,8328 ;A;2,1571 ;C;C
Prefeitura Municipal de Getulina - SP;3517000;SP;11325;0,0405 ;A;0,9908 ;C;1,4522 ;C;C
Prefeitura Municipal de Gravatal - SC;4206207;SC;11313;0,1078 ;A;0,9435 ;B;0,5355 ;A;B
Prefeitura Municipal de Baixa Grande do Ribeiro - PI;2201150;PI;11302;0,0238 ;A;0,9662 ;C;0,4471 ;A;C
Prefeitura Municipal de Aratuba - CE;2301406;CE;11300;0,3839 ;A;1,0432 ;C;;;
Prefeitura Municipal de Pedras de Maria da Cruz - MG;3149150;MG;11297;;;0,8617 ;A;;;
Prefeitura Municipal de Benedito Novo - SC;4202206;SC;11297;0,0310 ;A;0,9448 ;B;0,0689 ;A;B
Prefeitura Municipal de Rio dos Cedros - SC;4214706;SC;11295;0,0433 ;A;0,9146 ;B;0,0695 ;A;B
Prefeitura Municipal de Caetanópolis - MG;3109907;MG;11287;0,0244 ;A;0,9979 ;C;0,0515 ;A;C
Prefeitura Municipal de Primeiro de Maio - PR;4120507;PR;11286;0,0510 ;A;0,9298 ;B;0,0517 ;A;B
Prefeitura Municipal de Amajari - RR;1400027;RR;11285;;;0,8708 ;A;0,2605 ;A;
Prefeitura Municipal de Eugenópolis - MG;3124906;MG;11285;0,0122 ;A;0,9897 ;C;-1,7328 ;C;C
Prefeitura Municipal de Centenário do Sul - PR;4105102;PR;11279;0,1148 ;A;0,9193 ;B;3,8535 ;C;C
Prefeitura Municipal de Floresta Azul - BA;2911006;BA;11279;2,0811 ;C;0,8506 ;A;2,0146 ;C;C
Prefeitura Municipal de Pirangi - SP;3539004;SP;11272;0,0137 ;A;0,9408 ;B;0,1414 ;A;B
Prefeitura Municipal de Jucati - PE;2608255;PE;11269;0,0284 ;A;0,9647 ;C;2,0272 ;C;C
Prefeitura Municipal de Poção - PE;2611200;PE;11266;0,2193 ;A;0,9774 ;C;8,9634 ;C;C
Prefeitura Municipal de São João do Manhuaçu - MG;3162559;MG;11262;0,1126 ;A;0,9279 ;B;;;
Prefeitura Municipal de Itarana - ES;3202900;ES;11259;0,0772 ;A;0,8560 ;A;0,0009 ;A;A
Prefeitura Municipal de Ventania - PR;4128534;PR;11252;0,0491 ;A;0,9623 ;C;4,8147 ;C;C
Prefeitura Municipal de Moreilândia - PE;2614303;PE;11240;-0,0001 ;A;0,9972 ;C;-0,0130 ;C;C
Prefeitura Municipal de Alvorada do Sul - PR;4100806;PR;11237;0,1375 ;A;0,7641 ;A;1,2087 ;C;C
Prefeitura Municipal de Lajes - RN;2406700;RN;11234;0,1267 ;A;1,0331 ;C;-1,5656 ;C;C
Prefeitura Municipal de Bueno Brandão - MG;3109105;MG;11233;0,0362 ;A;0,9491 ;B;0,0561 ;A;B
Prefeitura Municipal de Batayporã - MS;5002001;MS;11228;0,3405 ;A;0,9231 ;B;0,7271 ;A;B
Prefeitura Municipal de Inhangapi - PA;1503408;PA;11224;0,0940 ;A;1,1162 ;C;0,2880 ;A;C
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11219;0,3763 ;A;1,2281 ;C;;;
Prefeitura Municipal de São Tomé - RN;2412906;RN;11214;0,8577 ;B;0,9843 ;C;;;
Prefeitura Municipal de Paraúna - GO;5216403;GO;11210;0,1665 ;A;0,9191 ;B;0,4645 ;A;B
Prefeitura Municipal de São Félix do Araguaia - MT;5107859;MT;11209;0,0359 ;A;0,8501 ;A;0,9020 ;A;A
Prefeitura Municipal de Afonso Bezerra - RN;2400307;RN;11207;0,2192 ;A;0,9031 ;B;-7,7100 ;C;C
Prefeitura Municipal de Iacanga - SP;3519105;SP;11206;0,0392 ;A;0,9284 ;B;;;
Prefeitura Municipal de Capitão de Campos - PI;2202406;PI;11205;0,0000 ;A;0,9911 ;C;;;
Prefeitura Municipal de Lagoa Grande do Maranhão - MA;2105963;MA;11202;;;1,0054 ;C;;;
Prefeitura Municipal de Jaguaribara - CE;2306801;CE;11200;0,4319 ;A;0,9701 ;C;;;
Prefeitura Municipal de Porto Firme - MG;3152303;MG;11178;0,0277 ;A;0,9721 ;C;2,8664 ;C;C
Prefeitura Municipal de Bernardino de Campos - SP;3506300;SP;11169;0,0682 ;A;0,9798 ;C;;;
Prefeitura Municipal de Santa Inês - BA;2927903;BA;11169;0,6075 ;B;0,9579 ;C;0,2413 ;A;C
Prefeitura Municipal de Paranacity - PR;4118105;PR;11168;0,1117 ;A;0,9531 ;C;0,0917 ;A;C
Prefeitura Municipal de Aperibé - RJ;3300159;RJ;11160;0,3761 ;A;;;2,7827 ;C;
Prefeitura Municipal de Tacuru - MS;5007950;MS;11160;0,0525 ;A;0,9725 ;C;2,3628 ;C;C
Prefeitura Municipal de Curimatá - PI;2203206;PI;11158;0,2868 ;A;0,9365 ;B;;;
Prefeitura Municipal de Campo Redondo - RN;2402105;RN;11156;0,4466 ;A;0,9349 ;B;;;
Prefeitura Municipal de Lavínia - SP;3526506;SP;11156;0,0452 ;A;0,8363 ;A;;;
Prefeitura Municipal de Seberi - RS;4320206;RS;11154;0,1352 ;A;1,0178 ;C;;;
Prefeitura Municipal de Duque Bacelar - MA;2103901;MA;11148;;;0,9527 ;C; -   ;;
Prefeitura Municipal de Urubici - SC;4218905;SC;11147;0,0962 ;A;0,9070 ;B;0,0784 ;A;B
Prefeitura Municipal de Duas Barras - RJ;3301603;RJ;11145;0,0363 ;A;;;0,1119 ;A;
Prefeitura Municipal de Florestópolis - PR;4108007;PR;11145;0,6327 ;B;0,9490 ;B;2,6248 ;C;C
Prefeitura Municipal de São João do Ivaí - PR;4125001;PR;11115;0,0968 ;A;0,9333 ;B;;;
Prefeitura Municipal de Santo Antônio das Missões - RS;4317707;RS;11111;0,0260 ;A;0,9279 ;B;1,1711 ;C;C
Prefeitura Municipal de Redentora - RS;4315404;RS;11108;0,1643 ;A;0,7987 ;A;0,2764 ;A;A
Prefeitura Municipal de Bela Vista do Maranhão - MA;2101772;MA;11103;0,0822 ;A;1,0185 ;C; -   ;;
Prefeitura Municipal de Calçado - PE;2603306;PE;11094;;;1,0290 ;C;24,2430 ;C;
Prefeitura Municipal de Manaíra - PB;2509008;PB;11094;0,0695 ;A;0,9362 ;B;0,0879 ;A;B
Prefeitura Municipal de Jandaíra - BA;2917904;BA;11092;0,4131 ;A;1,0450 ;C;8,9282 ;C;C
Prefeitura Municipal de Piranhas - GO;5217203;GO;11092;0,2476 ;A;1,0084 ;C;2,3646 ;C;C
Prefeitura Municipal de Piraúba - MG;3151305;MG;11090;0,0156 ;A;0,9695 ;C;0,8708 ;A;C
Prefeitura Municipal de Parapuã - SP;3536000;SP;11085;0,2770 ;A;0,9520 ;C;2,3443 ;C;C
Prefeitura Municipal de Areiópolis - SP;3503604;SP;11078;0,0564 ;A;0,9863 ;C;6,2031 ;C;C
Prefeitura Municipal de Irineópolis - SC;4207908;SC;11061;0,0684 ;A;0,9049 ;B;0,5027 ;A;B
Prefeitura Municipal de Porto Walter - AC;1200393;AC;11059;0,0549 ;A;;;0,0000 ;C;
Prefeitura Municipal de Bofete - SP;3506904;SP;11059;0,0003 ;A;0,9348 ;B;0,4002 ;A;B
Prefeitura Municipal de Pedro de Toledo - SP;3537206;SP;11053;0,0304 ;A;0,9262 ;B;;;
Prefeitura Municipal de São Domingos - SE;2806800;SE;11053;1,5414 ;C;0,9623 ;C;6,0105 ;C;D
Prefeitura Municipal de Brotas de Macaúbas - BA;2904506;BA;11049;0,0498 ;A;0,9801 ;C;0,4091 ;A;C
Prefeitura Municipal de Dois Irmãos do Buriti - MS;5003488;MS;11049;0,2571 ;A;0,9185 ;B;1,1487 ;C;C
Prefeitura Municipal de Amaturá - AM;1300060;AM;11047;;;0,9456 ;B;0,0761 ;A;
Prefeitura Municipal de São Tiago - MG;3165008;MG;11046;0,0019 ;A;0,9383 ;B;0,0605 ;A;B
Prefeitura Municipal de Roca Sales - RS;4315800;RS;11040;0,0026 ;A;0,9154 ;B;0,3544 ;A;B
Prefeitura Municipal de Juscimeira - MT;5105200;MT;11039;0,0696 ;A;0,9315 ;B;0,1308 ;A;B
Prefeitura Municipal de São Carlos - SC;4216008;SC;11038;0,0249 ;A;0,6219 ;A;0,0360 ;A;A
Prefeitura Municipal de Pintadas - BA;2924652;BA;11036;0,1817 ;A;0,9784 ;C;0,5541 ;A;C
Prefeitura Municipal de Lagoa do Mato - MA;2105922;MA;11034;;;0,9130 ;B;;;
Prefeitura Municipal de Engenheiro Caldas - MG;3123700;MG;11032;0,0319 ;A;0,9509 ;C;-8,2437 ;C;C
Prefeitura Municipal de Corumbá de Goiás - GO;5205802;GO;11024;0,1447 ;A;;;;;
Prefeitura Municipal de São José do Calçado - ES;3204807;ES;11024;;;0,9415 ;B;1,4279 ;C;
Prefeitura Municipal de Pérola - PR;4118907;PR;11020;0,1034 ;A;0,9801 ;C;3,8581 ;C;C
Prefeitura Municipal de Cunha Porã - SC;4204707;SC;11020;0,0103 ;A;0,9492 ;B;0,0204 ;A;B
Prefeitura Municipal de Rialma - GO;5218607;GO;11003;0,1272 ;A;0,9510 ;C;;;
Prefeitura Municipal de Vale do Anari - RO;1101757;RO;10999;0,1326 ;A;0,8768 ;A;0,5545 ;A;A
Prefeitura Municipal de São Vicente do Seridó - PB;2515401;PB;10994;0,7863 ;B;;;;;
Prefeitura Municipal de Martinópole - CE;2307908;CE;10990;0,1770 ;A;1,0340 ;C;4,4882 ;C;C
Prefeitura Municipal de Fervedouro - MG;3125952;MG;10989;0,1215 ;A;1,0004 ;C;2,8419 ;C;C
Prefeitura Municipal de Buriti do Tocantins - TO;1703800;TO;10988;0,5853 ;A;0,9469 ;B;0,0050 ;A;B
Prefeitura Municipal de Santa Maria de Itabira - MG;3158003;MG;10986;0,0015 ;A;1,1408 ;C;0,8049 ;A;C
Prefeitura Municipal de Vera Cruz - SP;3556602;SP;10980;0,0529 ;A;0,9154 ;B; -   ;;
Prefeitura Municipal de Alto Parnaíba - MA;2100501;MA;10979;0,0325 ;A;0,9407 ;B;0,2247 ;A;B
Prefeitura Municipal de Cajapió - MA;2102408;MA;10975;;;;; -   ;;
Prefeitura Municipal de Estiva Gerbi - SP;3557303;SP;10971;0,2015 ;A;0,9307 ;B;0,0134 ;A;B
Prefeitura Municipal de Angelim - PE;2601003;PE;10965;0,0184 ;A;0,9710 ;C;0,8757 ;A;C
Prefeitura Municipal de São João do Paraíso - MA;2111052;MA;10963;0,3384 ;A;1,0300 ;C;0,1945 ;A;C
Prefeitura Municipal de Botuporã - BA;2904209;BA;10957;0,1174 ;A;0,9511 ;C;5,0769 ;C;C
Prefeitura Municipal de General Salgado - SP;3516903;SP;10956;0,1911 ;A;5,5583 ;C;2,1610 ;C;C
Prefeitura Municipal de Senador Alexandre Costa - MA;2111748;MA;10955;;;1,0007 ;C;;;
Prefeitura Municipal de Serrano do Maranhão - MA;2111789;MA;10953;;;0,9669 ;C; -   ;;
Prefeitura Municipal de Santana do Mundaú - AL;2708105;AL;10952;0,1728 ;A;1,0239 ;C;;;
Prefeitura Municipal de Ribeirão Claro - PR;4121802;PR;10945;0,0207 ;A;0,9949 ;C;0,3998 ;A;C
Prefeitura Municipal de Marcionílio Souza - BA;2920809;BA;10941;0,8382 ;B;1,0422 ;C;3,4285 ;C;C
Prefeitura Municipal de Coité do Nóia - AL;2702009;AL;10939;0,1884 ;A;1,0263 ;C;0,2426 ;A;C
Prefeitura Municipal de Groaíras - CE;2304905;CE;10931;0,3219 ;A;0,9474 ;B;;;
Prefeitura Municipal de Roncador - PR;4122503;PR;10921;0,2709 ;A;0,5507 ;A;0,0095 ;A;A
Prefeitura Municipal de Iapu - MG;3129301;MG;10917;0,1264 ;A;0,8978 ;A;;;
Prefeitura Municipal de Matias Cardoso - MG;3140852;MG;10905;0,0828 ;A;0,9831 ;C;20,3131 ;C;C
Prefeitura Municipal de Três Cachoeiras - RS;4321667;RS;10904;0,0022 ;A;0,9227 ;B;0,0245 ;A;B
Prefeitura Municipal de Itatiaiuçu - MG;3133709;MG;10882;;;0,9411 ;B;0,0914 ;A;
Prefeitura Municipal de São Bento do Sapucaí - SP;3548609;SP;10880;0,0801 ;A;0,8942 ;A;0,2032 ;A;A
Prefeitura Municipal de Pirapetinga - MG;3151107;MG;10876;0,2096 ;A;0,9954 ;C;;;
Prefeitura Municipal de Guaraci - SP;3517901;SP;10872;0,0389 ;A;0,9280 ;B;0,1391 ;A;B
Prefeitura Municipal de Jordânia - MG;3136504;MG;10865;0,1689 ;A;0,9907 ;C;5,5060 ;C;C
Prefeitura Municipal de Paranaíta - MT;5106299;MT;10864;;;0,8737 ;A;0,0276 ;A;
Prefeitura Municipal de São Pedro do Ivaí - PR;4125803;PR;10864;0,1320 ;A;0,9485 ;B;3,4621 ;C;C
Prefeitura Municipal de Missal - PR;4116059;PR;10863;0,1257 ;A;0,9493 ;B;0,5321 ;A;B
Prefeitura Municipal de Fontoura Xavier - RS;4308300;RS;10861;0,0792 ;A;0,9466 ;B;1,4525 ;C;C
Prefeitura Municipal de Santa Maria do Oeste - PR;4123857;PR;10861;0,0917 ;A;1,0031 ;C;-0,7638 ;C;C
Prefeitura Municipal de Cacimbinhas - AL;2701209;AL;10859;0,0666 ;A;0,8948 ;A;;;
Prefeitura Municipal de Potengi - CE;2311207;CE;10856;0,4396 ;A;0,9146 ;B;;;
Prefeitura Municipal de Itapebi - BA;2916302;BA;10856;1,5506 ;C;1,0055 ;C;2,1865 ;C;D
Prefeitura Municipal de Mercês - MG;3141603;MG;10842;0,0618 ;A;0,9632 ;C;0,6310 ;A;C
Prefeitura Municipal de Novo Oriente de Minas - MG;3145356;MG;10839;0,1997 ;A;1,0259 ;C;;;
Prefeitura Municipal de Itaueira - PI;2205102;PI;10837;0,0117 ;A;1,0698 ;C; -   ;;
Prefeitura Municipal de Miradouro - MG;3142106;MG;10837;0,0285 ;A;0,9482 ;B;0,9695 ;A;B
Prefeitura Municipal de Rio do Fogo - RN;2408953;RN;10830;0,2431 ;A;1,1422 ;C;22,4535 ;C;C
Prefeitura Municipal de Bananal - SP;3504909;SP;10821;1,0062 ;B;0,9521 ;C;;;
Prefeitura Municipal de Capixaba - AC;1200179;AC;10820;-0,0428 ;A;0,8974 ;A;;;
Prefeitura Municipal de Vera - MT;5108501;MT;10820;;;0,9125 ;B;-0,1415 ;C;
Prefeitura Municipal de Alto Paraguai - MT;5100508;MT;10814;0,1329 ;A;0,9849 ;C;-2,5853 ;C;C
Prefeitura Municipal de Sete Quedas - MS;5007703;MS;10811;0,0812 ;A;0,8334 ;A;0,3422 ;A;A
Prefeitura Municipal de Itatuba - PB;2507200;PB;10809;0,4574 ;A;0,8961 ;A;1,2745 ;C;C
Prefeitura Municipal de Rincão - SP;3543709;SP;10809;0,0804 ;A;0,9456 ;B;5,1479 ;C;C
Prefeitura Municipal de Tapera - RS;4321006;RS;10809;0,0728 ;A;0,8799 ;A;0,9381 ;A;A
Prefeitura Municipal de Umarizal - RN;2414506;RN;10808;0,0398 ;A;0,9531 ;C;;;
Prefeitura Municipal de Virginópolis - MG;3171808;MG;10801;0,4325 ;A;0,9359 ;B;0,1422 ;A;B
Prefeitura Municipal de Ararendá - CE;2301257;CE;10800;0,2073 ;A;0,9326 ;B;;;
Prefeitura Municipal de Itapitanga - BA;2916609;BA;10799;0,9026 ;B;;;8,7520 ;C;
Prefeitura Municipal de Bonito de Minas - MG;3108255;MG;10797;0,1359 ;A;1,0067 ;C;22,7672 ;C;C
Prefeitura Municipal de Ministro Andreazza - RO;1101203;RO;10786;0,0166 ;A;0,8892 ;A;0,1495 ;A;A
Prefeitura Municipal de Terra de Areia - RS;4321436;RS;10783;0,3043 ;A;0,8979 ;A;1,9163 ;C;C
Prefeitura Municipal de Bom Repouso - MG;3107901;MG;10771;0,1324 ;A;0,9796 ;C;1,5000 ;C;C
Prefeitura Municipal de Brejolândia - BA;2904407;BA;10768;0,3126 ;A;0,8782 ;A;48,2928 ;C;C
Prefeitura Municipal de Faxinal dos Guedes - SC;4205308;SC;10758;0,0495 ;A;0,9063 ;B;0,0232 ;A;B
Prefeitura Municipal de Arraias - TO;1702406;TO;10752;0,2064 ;A;0,9036 ;B;;;
Prefeitura Municipal de Imaruí - SC;4207205;SC;10752;0,0998 ;A;1,0239 ;C;12,0164 ;C;C
Prefeitura Municipal de Babaçulândia - TO;1703008;TO;10744;0,5011 ;A;0,9389 ;B;;;
Prefeitura Municipal de Matias Olímpio - PI;2206100;PI;10740;0,2437 ;A;0,9689 ;C;5,1397 ;C;C
Prefeitura Municipal de São Luís do Paraitinga - SP;3550001;SP;10740;0,0436 ;A;0,9495 ;B;0,1512 ;A;B
Prefeitura Municipal de São José do Jacuípe - BA;2929370;BA;10735;0,4611 ;A;0,9975 ;C;;;
Prefeitura Municipal de Nova Prata do Iguaçu - PR;4117255;PR;10733;0,1123 ;A;0,8181 ;A;8,1142 ;C;C
Prefeitura Municipal de Tenente Ananias - RN;2414100;RN;10731;;;0,9783 ;C;0,0138 ;A;
Prefeitura Municipal de Pires Ferreira - CE;2310951;CE;10730;0,0296 ;A;0,9829 ;C;0,2689 ;A;C
Prefeitura Municipal de Juripiranga - PB;2507903;PB;10721;0,2545 ;A;0,9929 ;C;13,3511 ;C;C
Prefeitura Municipal de Porto Xavier - RS;4315107;RS;10718;0,0300 ;A;0,8739 ;A;0,2098 ;A;A
Prefeitura Municipal de Capinzal do Norte - MA;2102754;MA;10716;0,5746 ;A;10,4942 ;C; -   ;;
Prefeitura Municipal de Carnaubais - RN;2402501;RN;10715;0,1893 ;A;;;0,0328 ;A;
Prefeitura Municipal de Espírito Santo - RN;2403509;RN;10714;0,2159 ;A;0,9499 ;B;;;
Prefeitura Municipal de Caracol - PI;2202505;PI;10688;0,1420 ;A;0,9829 ;C;21,6107 ;C;C
Prefeitura Municipal de Recreio - MG;3154101;MG;10682;0,1554 ;A;0,9869 ;C;1,3292 ;C;C
Prefeitura Municipal de São João - PR;4124806;PR;10676;0,2096 ;A;18.982.072.363.379.600,0000 ;C;2,3766 ;C;C
Prefeitura Municipal de Ronda Alta - RS;4316105;RS;10675;0,0280 ;A;0,8540 ;A;0,0192 ;A;A
Prefeitura Municipal de Pariconha - AL;2706422;AL;10674;0,3068 ;A;0,9625 ;C;0,4269 ;A;C
Prefeitura Municipal de Pau Brasil - BA;2923902;BA;10673;1,1589 ;B;0,9709 ;C;1,0000 ;C;C
Prefeitura Municipal de Esperantina - TO;1707405;TO;10651;0,3659 ;A;1,0045 ;C;0,0380 ;A;C
Prefeitura Municipal de Governador Archer - MA;2104503;MA;10648;0,0037 ;A;1,0901 ;C; -   ;;
Prefeitura Municipal de Nova Floresta - PB;2510105;PB;10644;0,5423 ;A;0,9634 ;C;0,0942 ;A;C
Prefeitura Municipal de Marcelândia - MT;5105580;MT;10639;0,0468 ;A;0,8457 ;A;0,0473 ;A;A
Prefeitura Municipal de Lago do Junco - MA;2105807;MA;10638;0,4488 ;A;1,0433 ;C;0,0330 ;A;C
Prefeitura Municipal de Perdigão - MG;3149705;MG;10637;0,0602 ;A;0,8514 ;A;0,5043 ;A;A
Prefeitura Municipal de Planalto - RS;4314704;RS;10623;0,0129 ;A;0,9273 ;B;0,2787 ;A;B
Prefeitura Municipal de Senhora dos Remédios - MG;3166204;MG;10622;0,0428 ;A;0,9840 ;C;-5,2059 ;C;C
Prefeitura Municipal de Santa Teresinha - BA;2928505;BA;10619;0,2250 ;A;0,9572 ;C;;;
Prefeitura Municipal de Centralina - MG;3115805;MG;10613;0,1627 ;A;0,9894 ;C;7,0521 ;C;C
Prefeitura Municipal de Iretama - PR;4110805;PR;10608;0,1607 ;A;2,2364 ;C;0,0278 ;A;C
Prefeitura Municipal de Arvorezinha - RS;4301404;RS;10605;0,0922 ;A;0,8778 ;A;0,0856 ;A;A
Prefeitura Municipal de Nova Europa - SP;3532900;SP;10599;;;0,9439 ;B; -   ;;
