Municipio;CodIBGE;UF;pop;ind1;nota1;ind2;nota2;ind3;nota3;classifica_CAPAG
Prefeitura Municipal de Santa Mônica - PR;4123956;PR;3915;0,0515 ;A;0,8652 ;A;0,9531 ;A;A
Prefeitura Municipal de Mutunópolis - GO;5214101;GO;3911;0,1773 ;A;0,8410 ;A;2,8939 ;C;C
Prefeitura Municipal de Inúbia Paulista - SP;3520806;SP;3907;;;1,0041 ;C;;;
Prefeitura Municipal de Nova Luzitânia - SP;3533304;SP;3899;;;0,9170 ;B;;;
Prefeitura Municipal de Canavieira - PI;2202251;PI;3898;-0,0102 ;A;;;1,2393 ;C;
Prefeitura Municipal de São José de Princesa - PB;2514552;PB;3897;0,1739 ;A;1,3384 ;C;0,4801 ;A;C
Prefeitura Municipal de Paquetá - PI;2207553;PI;3893;0,0729 ;A;1,0957 ;C;;;
Prefeitura Municipal de Santana dos Montes - MG;3159100;MG;3892;0,1544 ;A;0,9237 ;B;;;
Prefeitura Municipal de Meridiano - SP;3529609;SP;3892;0,0465 ;A;0,8701 ;A;0,0224 ;A;A
Prefeitura Municipal de Hidrolina - GO;5209804;GO;3889;0,0462 ;A;1,0550 ;C;-17,3041 ;C;C
Prefeitura Municipal de Barra D'Alcântara - PI;2201176;PI;3888;0,0841 ;A;1,0894 ;C;4,4037 ;C;C
Prefeitura Municipal de Fátima - TO;1707553;TO;3882;0,0960 ;A;0,9078 ;B;;;
Prefeitura Municipal de Jundiá - RN;2406155;RN;3881;0,0476 ;A;1,0064 ;C;1,2933 ;C;C
Prefeitura Municipal de Areias - SP;3503505;SP;3879;;;1,0020 ;C;0,2099 ;A;
Prefeitura Municipal de Severiano de Almeida - RS;4320602;RS;3879;0,0124 ;A;0,9159 ;B;4,4532 ;C;C
Prefeitura Municipal de São Geraldo do Baixio - MG;3161650;MG;3878;0,0365 ;A;0,9861 ;C;0,7697 ;A;C
Prefeitura Municipal de Assunção - PB;2501351;PB;3876;;;0,9661 ;C;0,5455 ;A;
Prefeitura Municipal de Witmarsum - SC;4219408;SC;3876;0,0001 ;A;0,9350 ;B;0,0325 ;A;B
Prefeitura Municipal de Paraú - RN;2408706;RN;3875;0,6345 ;B;0,9745 ;C;;;
Prefeitura Municipal de Saltinho - SC;4215356;SC;3872;;;0,9270 ;B;0,0296 ;A;
